channel_index,phase_index,phase_time,phase_score,phase_type
603,1284,2025-04-23T12:32:42.840,0.555,S
604,1229,2025-04-23T12:32:42.290,0.434,S
604,1237,2025-04-23T12:32:42.370,0.328,P
604,1257,2025-04-23T12:32:42.570,0.719,P
604,1263,2025-04-23T12:32:42.630,0.582,S
604,1286,2025-04-23T12:32:42.860,0.562,S
605,1229,2025-04-23T12:32:42.290,0.438,S
605,1237,2025-04-23T12:32:42.370,0.328,P
605,1257,2025-04-23T12:32:42.570,0.738,P
605,1263,2025-04-23T12:32:42.630,0.605,S
605,1286,2025-04-23T12:32:42.860,0.574,S
606,1229,2025-04-23T12:32:42.290,0.438,S
606,1237,2025-04-23T12:32:42.370,0.328,P
606,1257,2025-04-23T12:32:42.570,0.762,P
606,1263,2025-04-23T12:32:42.630,0.621,S
606,1286,2025-04-23T12:32:42.860,0.590,S
607,1229,2025-04-23T12:32:42.290,0.441,S
607,1241,2025-04-23T12:32:42.410,0.322,P
607,1257,2025-04-23T12:32:42.570,0.773,P
607,1263,2025-04-23T12:32:42.630,0.633,S
607,1284,2025-04-23T12:32:42.840,0.617,S
608,1229,2025-04-23T12:32:42.290,0.441,S
608,1257,2025-04-23T12:32:42.570,0.766,P
608,1264,2025-04-23T12:32:42.640,0.645,S
608,1284,2025-04-23T12:32:42.840,0.641,S
609,1229,2025-04-23T12:32:42.290,0.436,S
609,1257,2025-04-23T12:32:42.570,0.738,P
609,1264,2025-04-23T12:32:42.640,0.660,S
609,1284,2025-04-23T12:32:42.840,0.664,S
610,1228,2025-04-23T12:32:42.280,0.434,S
610,1257,2025-04-23T12:32:42.570,0.688,P
610,1264,2025-04-23T12:32:42.640,0.676,S
610,1284,2025-04-23T12:32:42.840,0.684,S
611,1228,2025-04-23T12:32:42.280,0.432,S
611,1256,2025-04-23T12:32:42.560,0.625,P
611,1264,2025-04-23T12:32:42.640,0.707,S
611,1285,2025-04-23T12:32:42.850,0.691,S
612,1228,2025-04-23T12:32:42.280,0.428,S
612,1256,2025-04-23T12:32:42.560,0.566,P
612,1263,2025-04-23T12:32:42.630,0.746,S
612,1285,2025-04-23T12:32:42.850,0.695,S
613,1229,2025-04-23T12:32:42.290,0.428,S
613,1256,2025-04-23T12:32:42.560,0.512,P
613,1263,2025-04-23T12:32:42.630,0.801,S
613,1286,2025-04-23T12:32:42.860,0.691,S
614,1229,2025-04-23T12:32:42.290,0.422,S
614,1255,2025-04-23T12:32:42.550,0.471,P
614,1263,2025-04-23T12:32:42.630,0.852,S
614,1286,2025-04-23T12:32:42.860,0.688,S
615,1229,2025-04-23T12:32:42.290,0.416,S
615,1255,2025-04-23T12:32:42.550,0.449,P
615,1263,2025-04-23T12:32:42.630,0.887,S
615,1286,2025-04-23T12:32:42.860,0.691,S
616,1229,2025-04-23T12:32:42.290,0.408,S
616,1255,2025-04-23T12:32:42.550,0.441,P
616,1263,2025-04-23T12:32:42.630,0.906,S
616,1286,2025-04-23T12:32:42.860,0.707,S
617,1235,2025-04-23T12:32:42.350,0.400,S
617,1256,2025-04-23T12:32:42.560,0.449,P
617,1263,2025-04-23T12:32:42.630,0.914,S
617,1286,2025-04-23T12:32:42.860,0.730,S
618,1236,2025-04-23T12:32:42.360,0.408,S
618,1256,2025-04-23T12:32:42.560,0.463,P
618,1263,2025-04-23T12:32:42.630,0.922,S
618,1286,2025-04-23T12:32:42.860,0.762,S
619,1236,2025-04-23T12:32:42.360,0.414,S
619,1256,2025-04-23T12:32:42.560,0.467,P
619,1263,2025-04-23T12:32:42.630,0.926,S
619,1286,2025-04-23T12:32:42.860,0.785,S
620,1235,2025-04-23T12:32:42.350,0.418,S
620,1256,2025-04-23T12:32:42.560,0.467,P
620,1264,2025-04-23T12:32:42.640,0.934,S
620,1286,2025-04-23T12:32:42.860,0.805,S
621,1236,2025-04-23T12:32:42.360,0.422,S
621,1256,2025-04-23T12:32:42.560,0.465,P
621,1264,2025-04-23T12:32:42.640,0.938,S
621,1286,2025-04-23T12:32:42.860,0.812,S
622,1236,2025-04-23T12:32:42.360,0.422,S
622,1256,2025-04-23T12:32:42.560,0.465,P
622,1264,2025-04-23T12:32:42.640,0.949,S
622,1286,2025-04-23T12:32:42.860,0.820,S
623,1235,2025-04-23T12:32:42.350,0.420,S
623,1256,2025-04-23T12:32:42.560,0.465,P
623,1264,2025-04-23T12:32:42.640,0.953,S
623,1286,2025-04-23T12:32:42.860,0.820,S
624,1236,2025-04-23T12:32:42.360,0.416,S
624,1256,2025-04-23T12:32:42.560,0.461,P
624,1265,2025-04-23T12:32:42.650,0.961,S
624,1286,2025-04-23T12:32:42.860,0.816,S
625,1239,2025-04-23T12:32:42.390,0.410,S
625,1256,2025-04-23T12:32:42.560,0.451,P
625,1265,2025-04-23T12:32:42.650,0.965,S
625,1286,2025-04-23T12:32:42.860,0.812,S
626,1241,2025-04-23T12:32:42.410,0.414,S
626,1256,2025-04-23T12:32:42.560,0.432,P
626,1265,2025-04-23T12:32:42.650,0.969,S
626,1286,2025-04-23T12:32:42.860,0.812,S
627,1242,2025-04-23T12:32:42.420,0.420,S
627,1255,2025-04-23T12:32:42.550,0.410,P
627,1266,2025-04-23T12:32:42.660,0.973,S
627,1287,2025-04-23T12:32:42.870,0.816,S
628,1242,2025-04-23T12:32:42.420,0.424,S
628,1255,2025-04-23T12:32:42.550,0.389,P
628,1266,2025-04-23T12:32:42.660,0.977,S
628,1287,2025-04-23T12:32:42.870,0.816,S
629,1196,2025-04-23T12:32:41.960,0.312,P
629,1242,2025-04-23T12:32:42.420,0.428,S
629,1255,2025-04-23T12:32:42.550,0.369,P
629,1266,2025-04-23T12:32:42.660,0.977,S
629,1287,2025-04-23T12:32:42.870,0.816,S
630,1196,2025-04-23T12:32:41.960,0.344,P
630,1242,2025-04-23T12:32:42.420,0.428,S
630,1254,2025-04-23T12:32:42.540,0.357,P
630,1266,2025-04-23T12:32:42.660,0.980,S
630,1288,2025-04-23T12:32:42.880,0.816,S
631,1196,2025-04-23T12:32:41.960,0.354,P
631,1242,2025-04-23T12:32:42.420,0.428,S
631,1254,2025-04-23T12:32:42.540,0.354,P
631,1266,2025-04-23T12:32:42.660,0.980,S
631,1288,2025-04-23T12:32:42.880,0.820,S
632,1203,2025-04-23T12:32:42.030,0.371,P
632,1243,2025-04-23T12:32:42.430,0.430,S
632,1255,2025-04-23T12:32:42.550,0.355,P
632,1266,2025-04-23T12:32:42.660,0.984,S
632,1288,2025-04-23T12:32:42.880,0.816,S
633,1203,2025-04-23T12:32:42.030,0.396,P
633,1243,2025-04-23T12:32:42.430,0.430,S
633,1255,2025-04-23T12:32:42.550,0.359,P
633,1266,2025-04-23T12:32:42.660,0.984,S
633,1288,2025-04-23T12:32:42.880,0.809,S
634,1203,2025-04-23T12:32:42.030,0.436,P
634,1243,2025-04-23T12:32:42.430,0.436,S
634,1255,2025-04-23T12:32:42.550,0.359,P
634,1266,2025-04-23T12:32:42.660,0.984,S
634,1288,2025-04-23T12:32:42.880,0.809,S
635,1203,2025-04-23T12:32:42.030,0.473,P
635,1244,2025-04-23T12:32:42.440,0.438,S
635,1255,2025-04-23T12:32:42.550,0.355,P
635,1267,2025-04-23T12:32:42.670,0.988,S
635,1287,2025-04-23T12:32:42.870,0.805,S
636,1203,2025-04-23T12:32:42.030,0.480,P
636,1244,2025-04-23T12:32:42.440,0.439,S
636,1255,2025-04-23T12:32:42.550,0.348,P
636,1267,2025-04-23T12:32:42.670,0.988,S
636,1287,2025-04-23T12:32:42.870,0.809,S
637,1204,2025-04-23T12:32:42.040,0.473,P
637,1244,2025-04-23T12:32:42.440,0.443,S
637,1255,2025-04-23T12:32:42.550,0.340,P
637,1267,2025-04-23T12:32:42.670,0.988,S
637,1287,2025-04-23T12:32:42.870,0.812,S
638,1205,2025-04-23T12:32:42.050,0.451,P
638,1244,2025-04-23T12:32:42.440,0.441,S
638,1255,2025-04-23T12:32:42.550,0.334,P
638,1267,2025-04-23T12:32:42.670,0.988,S
638,1286,2025-04-23T12:32:42.860,0.809,S
639,1205,2025-04-23T12:32:42.050,0.418,P
639,1244,2025-04-23T12:32:42.440,0.443,S
639,1255,2025-04-23T12:32:42.550,0.330,P
639,1267,2025-04-23T12:32:42.670,0.988,S
639,1286,2025-04-23T12:32:42.860,0.805,S
640,1205,2025-04-23T12:32:42.050,0.402,P
640,1245,2025-04-23T12:32:42.450,0.445,S
640,1255,2025-04-23T12:32:42.550,0.326,P
640,1267,2025-04-23T12:32:42.670,0.988,S
640,1286,2025-04-23T12:32:42.860,0.793,S
641,1205,2025-04-23T12:32:42.050,0.393,P
641,1245,2025-04-23T12:32:42.450,0.447,S
641,1255,2025-04-23T12:32:42.550,0.320,P
641,1267,2025-04-23T12:32:42.670,0.988,S
641,1286,2025-04-23T12:32:42.860,0.777,S
642,1205,2025-04-23T12:32:42.050,0.414,P
642,1245,2025-04-23T12:32:42.450,0.451,S
642,1255,2025-04-23T12:32:42.550,0.311,P
642,1268,2025-04-23T12:32:42.680,0.988,S
642,1287,2025-04-23T12:32:42.870,0.770,S
643,1205,2025-04-23T12:32:42.050,0.463,P
643,1268,2025-04-23T12:32:42.680,0.988,S
643,1287,2025-04-23T12:32:42.870,0.762,S
644,1205,2025-04-23T12:32:42.050,0.504,P
644,1268,2025-04-23T12:32:42.680,0.988,S
644,1288,2025-04-23T12:32:42.880,0.758,S
645,1205,2025-04-23T12:32:42.050,0.547,P
645,1268,2025-04-23T12:32:42.680,0.988,S
645,1289,2025-04-23T12:32:42.890,0.766,S
646,1205,2025-04-23T12:32:42.050,0.559,P
646,1245,2025-04-23T12:32:42.450,0.459,S
646,1268,2025-04-23T12:32:42.680,0.988,S
646,1290,2025-04-23T12:32:42.900,0.773,S
647,1205,2025-04-23T12:32:42.050,0.543,P
647,1245,2025-04-23T12:32:42.450,0.459,S
647,1268,2025-04-23T12:32:42.680,0.988,S
647,1290,2025-04-23T12:32:42.900,0.781,S
648,1204,2025-04-23T12:32:42.040,0.531,P
648,1245,2025-04-23T12:32:42.450,0.459,S
648,1269,2025-04-23T12:32:42.690,0.988,S
648,1291,2025-04-23T12:32:42.910,0.785,S
649,1204,2025-04-23T12:32:42.040,0.523,P
649,1246,2025-04-23T12:32:42.460,0.457,S
649,1270,2025-04-23T12:32:42.700,0.988,S
649,1291,2025-04-23T12:32:42.910,0.781,S
650,1204,2025-04-23T12:32:42.040,0.535,P
650,1246,2025-04-23T12:32:42.460,0.455,S
650,1269,2025-04-23T12:32:42.690,0.984,S
650,1291,2025-04-23T12:32:42.910,0.773,S
651,1204,2025-04-23T12:32:42.040,0.562,P
651,1246,2025-04-23T12:32:42.460,0.455,S
651,1269,2025-04-23T12:32:42.690,0.984,S
651,1294,2025-04-23T12:32:42.940,0.770,S
652,1205,2025-04-23T12:32:42.050,0.574,P
652,1246,2025-04-23T12:32:42.460,0.457,S
652,1270,2025-04-23T12:32:42.700,0.984,S
652,1294,2025-04-23T12:32:42.940,0.770,S
653,1205,2025-04-23T12:32:42.050,0.578,P
653,1270,2025-04-23T12:32:42.700,0.984,S
653,1295,2025-04-23T12:32:42.950,0.770,S
654,1206,2025-04-23T12:32:42.060,0.555,P
654,1270,2025-04-23T12:32:42.700,0.984,S
654,1295,2025-04-23T12:32:42.950,0.777,S
655,1206,2025-04-23T12:32:42.060,0.512,P
655,1270,2025-04-23T12:32:42.700,0.984,S
655,1295,2025-04-23T12:32:42.950,0.781,S
656,1206,2025-04-23T12:32:42.060,0.482,P
656,1248,2025-04-23T12:32:42.480,0.512,S
656,1270,2025-04-23T12:32:42.700,0.980,S
656,1295,2025-04-23T12:32:42.950,0.789,S
657,1206,2025-04-23T12:32:42.060,0.453,P
657,1248,2025-04-23T12:32:42.480,0.527,S
657,1270,2025-04-23T12:32:42.700,0.980,S
657,1296,2025-04-23T12:32:42.960,0.797,S
658,1206,2025-04-23T12:32:42.060,0.451,P
658,1248,2025-04-23T12:32:42.480,0.539,S
658,1271,2025-04-23T12:32:42.710,0.980,S
658,1296,2025-04-23T12:32:42.960,0.801,S
659,1206,2025-04-23T12:32:42.060,0.480,P
659,1249,2025-04-23T12:32:42.490,0.547,S
659,1270,2025-04-23T12:32:42.700,0.977,S
659,1296,2025-04-23T12:32:42.960,0.805,S
660,1206,2025-04-23T12:32:42.060,0.504,P
660,1248,2025-04-23T12:32:42.480,0.547,S
660,1271,2025-04-23T12:32:42.710,0.977,S
660,1296,2025-04-23T12:32:42.960,0.801,S
661,1205,2025-04-23T12:32:42.050,0.531,P
661,1248,2025-04-23T12:32:42.480,0.539,S
661,1271,2025-04-23T12:32:42.710,0.973,S
661,1296,2025-04-23T12:32:42.960,0.793,S
662,1205,2025-04-23T12:32:42.050,0.539,P
662,1248,2025-04-23T12:32:42.480,0.535,S
662,1272,2025-04-23T12:32:42.720,0.973,S
662,1296,2025-04-23T12:32:42.960,0.781,S
663,1205,2025-04-23T12:32:42.050,0.520,P
663,1248,2025-04-23T12:32:42.480,0.531,S
663,1272,2025-04-23T12:32:42.720,0.969,S
663,1295,2025-04-23T12:32:42.950,0.770,S
664,1205,2025-04-23T12:32:42.050,0.504,P
664,1248,2025-04-23T12:32:42.480,0.523,S
664,1273,2025-04-23T12:32:42.730,0.965,S
664,1295,2025-04-23T12:32:42.950,0.758,S
665,1205,2025-04-23T12:32:42.050,0.486,P
665,1248,2025-04-23T12:32:42.480,0.512,S
665,1273,2025-04-23T12:32:42.730,0.957,S
665,1296,2025-04-23T12:32:42.960,0.746,S
666,1205,2025-04-23T12:32:42.050,0.486,P
666,1248,2025-04-23T12:32:42.480,0.500,S
666,1274,2025-04-23T12:32:42.740,0.949,S
666,1296,2025-04-23T12:32:42.960,0.734,S
667,1205,2025-04-23T12:32:42.050,0.504,P
667,1247,2025-04-23T12:32:42.470,0.490,S
667,1275,2025-04-23T12:32:42.750,0.941,S
667,1296,2025-04-23T12:32:42.960,0.727,S
668,1205,2025-04-23T12:32:42.050,0.508,P
668,1247,2025-04-23T12:32:42.470,0.482,S
668,1275,2025-04-23T12:32:42.750,0.934,S
668,1296,2025-04-23T12:32:42.960,0.727,S
669,1205,2025-04-23T12:32:42.050,0.500,P
669,1247,2025-04-23T12:32:42.470,0.479,S
669,1275,2025-04-23T12:32:42.750,0.922,S
669,1297,2025-04-23T12:32:42.970,0.738,S
670,1205,2025-04-23T12:32:42.050,0.465,P
670,1247,2025-04-23T12:32:42.470,0.477,S
670,1275,2025-04-23T12:32:42.750,0.918,S
670,1297,2025-04-23T12:32:42.970,0.754,S
671,1206,2025-04-23T12:32:42.060,0.418,P
671,1247,2025-04-23T12:32:42.470,0.477,S
671,1275,2025-04-23T12:32:42.750,0.918,S
671,1297,2025-04-23T12:32:42.970,0.766,S
672,1206,2025-04-23T12:32:42.060,0.383,P
672,1247,2025-04-23T12:32:42.470,0.480,S
672,1275,2025-04-23T12:32:42.750,0.918,S
672,1297,2025-04-23T12:32:42.970,0.773,S
673,1206,2025-04-23T12:32:42.060,0.355,P
673,1247,2025-04-23T12:32:42.470,0.486,S
673,1275,2025-04-23T12:32:42.750,0.930,S
673,1297,2025-04-23T12:32:42.970,0.781,S
674,1206,2025-04-23T12:32:42.060,0.354,P
674,1247,2025-04-23T12:32:42.470,0.490,S
674,1275,2025-04-23T12:32:42.750,0.938,S
674,1298,2025-04-23T12:32:42.980,0.785,S
675,1206,2025-04-23T12:32:42.060,0.377,P
675,1247,2025-04-23T12:32:42.470,0.492,S
675,1275,2025-04-23T12:32:42.750,0.941,S
675,1298,2025-04-23T12:32:42.980,0.785,S
676,1206,2025-04-23T12:32:42.060,0.400,P
676,1247,2025-04-23T12:32:42.470,0.490,S
676,1275,2025-04-23T12:32:42.750,0.945,S
676,1298,2025-04-23T12:32:42.980,0.777,S
677,1206,2025-04-23T12:32:42.060,0.428,P
677,1247,2025-04-23T12:32:42.470,0.484,S
677,1275,2025-04-23T12:32:42.750,0.945,S
677,1298,2025-04-23T12:32:42.980,0.762,S
678,1206,2025-04-23T12:32:42.060,0.436,P
678,1247,2025-04-23T12:32:42.470,0.480,S
678,1276,2025-04-23T12:32:42.760,0.949,S
678,1298,2025-04-23T12:32:42.980,0.742,S
679,1206,2025-04-23T12:32:42.060,0.426,P
679,1248,2025-04-23T12:32:42.480,0.475,S
679,1276,2025-04-23T12:32:42.760,0.949,S
679,1298,2025-04-23T12:32:42.980,0.730,S
680,1206,2025-04-23T12:32:42.060,0.414,P
680,1248,2025-04-23T12:32:42.480,0.467,S
680,1277,2025-04-23T12:32:42.770,0.949,S
680,1299,2025-04-23T12:32:42.990,0.723,S
681,1206,2025-04-23T12:32:42.060,0.398,P
681,1249,2025-04-23T12:32:42.490,0.459,S
681,1277,2025-04-23T12:32:42.770,0.949,S
681,1299,2025-04-23T12:32:42.990,0.723,S
682,1206,2025-04-23T12:32:42.060,0.402,P
682,1249,2025-04-23T12:32:42.490,0.449,S
682,1278,2025-04-23T12:32:42.780,0.949,S
682,1300,2025-04-23T12:32:43.000,0.727,S
683,1206,2025-04-23T12:32:42.060,0.416,P
683,1250,2025-04-23T12:32:42.500,0.447,S
683,1271,2025-04-23T12:32:42.710,0.314,P
683,1278,2025-04-23T12:32:42.780,0.949,S
683,1301,2025-04-23T12:32:43.010,0.738,S
684,1206,2025-04-23T12:32:42.060,0.418,P
684,1250,2025-04-23T12:32:42.500,0.443,S
684,1271,2025-04-23T12:32:42.710,0.355,P
684,1278,2025-04-23T12:32:42.780,0.949,S
684,1302,2025-04-23T12:32:43.020,0.762,S
685,1206,2025-04-23T12:32:42.060,0.416,P
685,1251,2025-04-23T12:32:42.510,0.441,S
685,1271,2025-04-23T12:32:42.710,0.396,P
685,1278,2025-04-23T12:32:42.780,0.949,S
685,1302,2025-04-23T12:32:43.020,0.781,S
686,1206,2025-04-23T12:32:42.060,0.391,P
686,1250,2025-04-23T12:32:42.500,0.438,S
686,1271,2025-04-23T12:32:42.710,0.438,P
686,1278,2025-04-23T12:32:42.780,0.949,S
686,1302,2025-04-23T12:32:43.020,0.797,S
687,1206,2025-04-23T12:32:42.060,0.352,P
687,1251,2025-04-23T12:32:42.510,0.434,S
687,1271,2025-04-23T12:32:42.710,0.477,P
687,1279,2025-04-23T12:32:42.790,0.949,S
687,1302,2025-04-23T12:32:43.020,0.812,S
688,1207,2025-04-23T12:32:42.070,0.330,P
688,1251,2025-04-23T12:32:42.510,0.430,S
688,1271,2025-04-23T12:32:42.710,0.500,P
688,1279,2025-04-23T12:32:42.790,0.953,S
688,1302,2025-04-23T12:32:43.020,0.816,S
689,1208,2025-04-23T12:32:42.080,0.320,P
689,1251,2025-04-23T12:32:42.510,0.426,S
689,1271,2025-04-23T12:32:42.710,0.508,P
689,1279,2025-04-23T12:32:42.790,0.953,S
689,1302,2025-04-23T12:32:43.020,0.828,S
690,1208,2025-04-23T12:32:42.080,0.340,P
690,1252,2025-04-23T12:32:42.520,0.424,S
690,1271,2025-04-23T12:32:42.710,0.498,P
690,1279,2025-04-23T12:32:42.790,0.953,S
690,1302,2025-04-23T12:32:43.020,0.836,S
691,1208,2025-04-23T12:32:42.080,0.381,P
691,1252,2025-04-23T12:32:42.520,0.418,S
691,1271,2025-04-23T12:32:42.710,0.473,P
691,1279,2025-04-23T12:32:42.790,0.957,S
691,1302,2025-04-23T12:32:43.020,0.836,S
692,1208,2025-04-23T12:32:42.080,0.408,P
692,1255,2025-04-23T12:32:42.550,0.420,S
692,1271,2025-04-23T12:32:42.710,0.436,P
692,1280,2025-04-23T12:32:42.800,0.961,S
692,1302,2025-04-23T12:32:43.020,0.836,S
693,1209,2025-04-23T12:32:42.090,0.439,P
693,1255,2025-04-23T12:32:42.550,0.422,S
693,1271,2025-04-23T12:32:42.710,0.395,P
693,1280,2025-04-23T12:32:42.800,0.965,S
693,1302,2025-04-23T12:32:43.020,0.824,S
694,1211,2025-04-23T12:32:42.110,0.459,P
694,1255,2025-04-23T12:32:42.550,0.422,S
694,1270,2025-04-23T12:32:42.700,0.369,P
694,1280,2025-04-23T12:32:42.800,0.969,S
694,1303,2025-04-23T12:32:43.030,0.812,S
695,1211,2025-04-23T12:32:42.110,0.463,P
695,1256,2025-04-23T12:32:42.560,0.424,S
695,1270,2025-04-23T12:32:42.700,0.357,P
695,1280,2025-04-23T12:32:42.800,0.973,S
695,1303,2025-04-23T12:32:43.030,0.805,S
696,1211,2025-04-23T12:32:42.110,0.467,P
696,1255,2025-04-23T12:32:42.550,0.422,S
696,1270,2025-04-23T12:32:42.700,0.357,P
696,1280,2025-04-23T12:32:42.800,0.977,S
696,1303,2025-04-23T12:32:43.030,0.801,S
697,1211,2025-04-23T12:32:42.110,0.467,P
697,1255,2025-04-23T12:32:42.550,0.422,S
697,1271,2025-04-23T12:32:42.710,0.373,P
697,1281,2025-04-23T12:32:42.810,0.980,S
697,1303,2025-04-23T12:32:43.030,0.801,S
698,1211,2025-04-23T12:32:42.110,0.482,P
698,1256,2025-04-23T12:32:42.560,0.428,S
698,1271,2025-04-23T12:32:42.710,0.395,P
698,1281,2025-04-23T12:32:42.810,0.980,S
698,1303,2025-04-23T12:32:43.030,0.812,S
699,1211,2025-04-23T12:32:42.110,0.512,P
699,1257,2025-04-23T12:32:42.570,0.432,S
699,1272,2025-04-23T12:32:42.720,0.416,P
699,1281,2025-04-23T12:32:42.810,0.984,S
699,1302,2025-04-23T12:32:43.020,0.820,S
700,1211,2025-04-23T12:32:42.110,0.520,P
700,1256,2025-04-23T12:32:42.560,0.434,S
700,1272,2025-04-23T12:32:42.720,0.436,P
700,1281,2025-04-23T12:32:42.810,0.984,S
700,1302,2025-04-23T12:32:43.020,0.832,S
701,1211,2025-04-23T12:32:42.110,0.512,P
701,1257,2025-04-23T12:32:42.570,0.438,S
701,1272,2025-04-23T12:32:42.720,0.453,P
701,1281,2025-04-23T12:32:42.810,0.984,S
701,1303,2025-04-23T12:32:43.030,0.844,S
702,1211,2025-04-23T12:32:42.110,0.473,P
702,1256,2025-04-23T12:32:42.560,0.436,S
702,1272,2025-04-23T12:32:42.720,0.471,P
702,1283,2025-04-23T12:32:42.830,0.988,S
702,1303,2025-04-23T12:32:43.030,0.844,S
703,1211,2025-04-23T12:32:42.110,0.414,P
703,1257,2025-04-23T12:32:42.570,0.436,S
703,1272,2025-04-23T12:32:42.720,0.484,P
703,1282,2025-04-23T12:32:42.820,0.988,S
703,1303,2025-04-23T12:32:43.030,0.848,S
704,1211,2025-04-23T12:32:42.110,0.383,P
704,1257,2025-04-23T12:32:42.570,0.434,S
704,1272,2025-04-23T12:32:42.720,0.488,P
704,1282,2025-04-23T12:32:42.820,0.988,S
704,1303,2025-04-23T12:32:43.030,0.844,S
705,1211,2025-04-23T12:32:42.110,0.363,P
705,1258,2025-04-23T12:32:42.580,0.434,S
705,1272,2025-04-23T12:32:42.720,0.482,P
705,1282,2025-04-23T12:32:42.820,0.988,S
705,1303,2025-04-23T12:32:43.030,0.844,S
706,1211,2025-04-23T12:32:42.110,0.375,P
706,1259,2025-04-23T12:32:42.590,0.441,S
706,1272,2025-04-23T12:32:42.720,0.465,P
706,1282,2025-04-23T12:32:42.820,0.988,S
706,1303,2025-04-23T12:32:43.030,0.844,S
707,1211,2025-04-23T12:32:42.110,0.416,P
707,1259,2025-04-23T12:32:42.590,0.445,S
707,1272,2025-04-23T12:32:42.720,0.439,P
707,1282,2025-04-23T12:32:42.820,0.988,S
707,1303,2025-04-23T12:32:43.030,0.844,S
708,1211,2025-04-23T12:32:42.110,0.447,P
708,1259,2025-04-23T12:32:42.590,0.449,S
708,1271,2025-04-23T12:32:42.710,0.414,P
708,1283,2025-04-23T12:32:42.830,0.992,S
708,1303,2025-04-23T12:32:43.030,0.844,S
709,1211,2025-04-23T12:32:42.110,0.484,P
709,1259,2025-04-23T12:32:42.590,0.451,S
709,1271,2025-04-23T12:32:42.710,0.391,P
709,1282,2025-04-23T12:32:42.820,0.992,S
709,1304,2025-04-23T12:32:43.040,0.844,S
710,1212,2025-04-23T12:32:42.120,0.508,P
710,1260,2025-04-23T12:32:42.600,0.451,S
710,1271,2025-04-23T12:32:42.710,0.373,P
710,1282,2025-04-23T12:32:42.820,0.992,S
710,1304,2025-04-23T12:32:43.040,0.840,S
711,1212,2025-04-23T12:32:42.120,0.508,P
711,1260,2025-04-23T12:32:42.600,0.451,S
711,1271,2025-04-23T12:32:42.710,0.361,P
711,1282,2025-04-23T12:32:42.820,0.992,S
711,1304,2025-04-23T12:32:43.040,0.836,S
712,1212,2025-04-23T12:32:42.120,0.508,P
712,1260,2025-04-23T12:32:42.600,0.449,S
712,1271,2025-04-23T12:32:42.710,0.357,P
712,1283,2025-04-23T12:32:42.830,0.996,S
712,1305,2025-04-23T12:32:43.050,0.828,S
713,1212,2025-04-23T12:32:42.120,0.500,P
713,1260,2025-04-23T12:32:42.600,0.445,S
713,1271,2025-04-23T12:32:42.710,0.357,P
713,1283,2025-04-23T12:32:42.830,0.996,S
713,1304,2025-04-23T12:32:43.040,0.812,S
714,1212,2025-04-23T12:32:42.120,0.512,P
714,1260,2025-04-23T12:32:42.600,0.445,S
714,1271,2025-04-23T12:32:42.710,0.357,P
714,1283,2025-04-23T12:32:42.830,0.996,S
714,1304,2025-04-23T12:32:43.040,0.805,S
715,1212,2025-04-23T12:32:42.120,0.539,P
715,1261,2025-04-23T12:32:42.610,0.445,S
715,1271,2025-04-23T12:32:42.710,0.355,P
715,1283,2025-04-23T12:32:42.830,0.996,S
715,1303,2025-04-23T12:32:43.030,0.793,S
716,1212,2025-04-23T12:32:42.120,0.543,P
716,1261,2025-04-23T12:32:42.610,0.445,S
716,1271,2025-04-23T12:32:42.710,0.355,P
716,1283,2025-04-23T12:32:42.830,0.996,S
716,1303,2025-04-23T12:32:43.030,0.793,S
717,1212,2025-04-23T12:32:42.120,0.527,P
717,1261,2025-04-23T12:32:42.610,0.449,S
717,1271,2025-04-23T12:32:42.710,0.355,P
717,1283,2025-04-23T12:32:42.830,0.996,S
717,1303,2025-04-23T12:32:43.030,0.789,S
718,1212,2025-04-23T12:32:42.120,0.471,P
718,1261,2025-04-23T12:32:42.610,0.449,S
718,1271,2025-04-23T12:32:42.710,0.354,P
718,1284,2025-04-23T12:32:42.840,0.996,S
718,1303,2025-04-23T12:32:43.030,0.781,S
719,1211,2025-04-23T12:32:42.110,0.389,P
719,1262,2025-04-23T12:32:42.620,0.453,S
719,1271,2025-04-23T12:32:42.710,0.352,P
719,1284,2025-04-23T12:32:42.840,0.996,S
720,1211,2025-04-23T12:32:42.110,0.344,P
720,1262,2025-04-23T12:32:42.620,0.459,S
720,1271,2025-04-23T12:32:42.710,0.346,P
720,1284,2025-04-23T12:32:42.840,0.996,S
721,1211,2025-04-23T12:32:42.110,0.307,P
721,1262,2025-04-23T12:32:42.620,0.467,S
721,1271,2025-04-23T12:32:42.710,0.338,P
721,1285,2025-04-23T12:32:42.850,0.996,S
721,1311,2025-04-23T12:32:43.110,0.754,S
722,1262,2025-04-23T12:32:42.620,0.473,S
722,1271,2025-04-23T12:32:42.710,0.330,P
722,1285,2025-04-23T12:32:42.850,0.996,S
722,1311,2025-04-23T12:32:43.110,0.781,S
723,1211,2025-04-23T12:32:42.110,0.326,P
723,1262,2025-04-23T12:32:42.620,0.477,S
723,1271,2025-04-23T12:32:42.710,0.324,P
723,1286,2025-04-23T12:32:42.860,0.996,S
723,1311,2025-04-23T12:32:43.110,0.809,S
724,1211,2025-04-23T12:32:42.110,0.354,P
724,1262,2025-04-23T12:32:42.620,0.479,S
724,1271,2025-04-23T12:32:42.710,0.316,P
724,1286,2025-04-23T12:32:42.860,0.996,S
724,1311,2025-04-23T12:32:43.110,0.816,S
725,1211,2025-04-23T12:32:42.110,0.391,P
