channel_index,phase_index,phase_time,phase_score,phase_type
363,1205,2025-04-23T12:32:42.050,0.404,P
363,1229,2025-04-23T12:32:42.290,0.346,S
363,1241,2025-04-23T12:32:42.410,0.754,P
363,1249,2025-04-23T12:32:42.490,0.355,S
363,1264,2025-04-23T12:32:42.640,0.430,P
364,1205,2025-04-23T12:32:42.050,0.404,P
364,1229,2025-04-23T12:32:42.290,0.344,S
364,1241,2025-04-23T12:32:42.410,0.742,P
364,1249,2025-04-23T12:32:42.490,0.365,S
364,1264,2025-04-23T12:32:42.640,0.428,P
365,1205,2025-04-23T12:32:42.050,0.408,P
365,1234,2025-04-23T12:32:42.340,0.348,S
365,1241,2025-04-23T12:32:42.410,0.730,P
365,1248,2025-04-23T12:32:42.480,0.385,S
365,1264,2025-04-23T12:32:42.640,0.430,P
366,1205,2025-04-23T12:32:42.050,0.414,P
366,1234,2025-04-23T12:32:42.340,0.352,S
366,1241,2025-04-23T12:32:42.410,0.723,P
366,1248,2025-04-23T12:32:42.480,0.404,S
366,1264,2025-04-23T12:32:42.640,0.430,P
367,1206,2025-04-23T12:32:42.060,0.422,P
367,1235,2025-04-23T12:32:42.350,0.355,S
367,1241,2025-04-23T12:32:42.410,0.703,P
367,1248,2025-04-23T12:32:42.480,0.410,S
367,1264,2025-04-23T12:32:42.640,0.434,P
368,1207,2025-04-23T12:32:42.070,0.430,P
368,1235,2025-04-23T12:32:42.350,0.359,S
368,1241,2025-04-23T12:32:42.410,0.680,P
368,1248,2025-04-23T12:32:42.480,0.416,S
368,1264,2025-04-23T12:32:42.640,0.434,P
369,1208,2025-04-23T12:32:42.080,0.438,P
369,1235,2025-04-23T12:32:42.350,0.361,S
369,1241,2025-04-23T12:32:42.410,0.648,P
369,1248,2025-04-23T12:32:42.480,0.412,S
369,1264,2025-04-23T12:32:42.640,0.430,P
370,1208,2025-04-23T12:32:42.080,0.443,P
370,1240,2025-04-23T12:32:42.400,0.602,P
370,1248,2025-04-23T12:32:42.480,0.412,S
370,1264,2025-04-23T12:32:42.640,0.428,P
371,1208,2025-04-23T12:32:42.080,0.445,P
371,1240,2025-04-23T12:32:42.400,0.559,P
371,1247,2025-04-23T12:32:42.470,0.428,S
371,1264,2025-04-23T12:32:42.640,0.426,P
372,1208,2025-04-23T12:32:42.080,0.443,P
372,1239,2025-04-23T12:32:42.390,0.523,P
372,1246,2025-04-23T12:32:42.460,0.455,S
372,1264,2025-04-23T12:32:42.640,0.426,P
373,1208,2025-04-23T12:32:42.080,0.436,P
373,1239,2025-04-23T12:32:42.390,0.500,P
373,1246,2025-04-23T12:32:42.460,0.500,S
373,1264,2025-04-23T12:32:42.640,0.428,P
374,1208,2025-04-23T12:32:42.080,0.428,P
374,1239,2025-04-23T12:32:42.390,0.486,P
374,1246,2025-04-23T12:32:42.460,0.547,S
374,1264,2025-04-23T12:32:42.640,0.426,P
375,1209,2025-04-23T12:32:42.090,0.418,P
375,1239,2025-04-23T12:32:42.390,0.480,P
375,1246,2025-04-23T12:32:42.460,0.578,S
375,1264,2025-04-23T12:32:42.640,0.424,P
376,1205,2025-04-23T12:32:42.050,0.408,P
376,1239,2025-04-23T12:32:42.390,0.480,P
376,1246,2025-04-23T12:32:42.460,0.594,S
376,1264,2025-04-23T12:32:42.640,0.422,P
377,1204,2025-04-23T12:32:42.040,0.402,P
377,1239,2025-04-23T12:32:42.390,0.480,P
377,1246,2025-04-23T12:32:42.460,0.594,S
377,1264,2025-04-23T12:32:42.640,0.418,P
378,1204,2025-04-23T12:32:42.040,0.398,P
378,1239,2025-04-23T12:32:42.390,0.477,P
378,1246,2025-04-23T12:32:42.460,0.586,S
378,1264,2025-04-23T12:32:42.640,0.418,P
379,1203,2025-04-23T12:32:42.030,0.395,P
379,1240,2025-04-23T12:32:42.400,0.471,P
379,1246,2025-04-23T12:32:42.460,0.582,S
379,1264,2025-04-23T12:32:42.640,0.416,P
380,1203,2025-04-23T12:32:42.030,0.393,P
380,1217,2025-04-23T12:32:42.170,0.334,S
380,1240,2025-04-23T12:32:42.400,0.465,P
380,1246,2025-04-23T12:32:42.460,0.578,S
380,1264,2025-04-23T12:32:42.640,0.416,P
381,1203,2025-04-23T12:32:42.030,0.395,P
381,1217,2025-04-23T12:32:42.170,0.334,S
381,1222,2025-04-23T12:32:42.220,0.334,P
381,1240,2025-04-23T12:32:42.400,0.457,P
381,1246,2025-04-23T12:32:42.460,0.578,S
381,1263,2025-04-23T12:32:42.630,0.414,P
382,1204,2025-04-23T12:32:42.040,0.398,P
382,1218,2025-04-23T12:32:42.180,0.334,S
382,1222,2025-04-23T12:32:42.220,0.334,P
382,1240,2025-04-23T12:32:42.400,0.451,P
382,1246,2025-04-23T12:32:42.460,0.578,S
382,1263,2025-04-23T12:32:42.630,0.412,P
383,1204,2025-04-23T12:32:42.040,0.400,P
383,1219,2025-04-23T12:32:42.190,0.334,S
383,1240,2025-04-23T12:32:42.400,0.447,P
383,1246,2025-04-23T12:32:42.460,0.582,S
383,1263,2025-04-23T12:32:42.630,0.406,P
384,1204,2025-04-23T12:32:42.040,0.402,P
384,1219,2025-04-23T12:32:42.190,0.334,S
384,1240,2025-04-23T12:32:42.400,0.443,P
384,1246,2025-04-23T12:32:42.460,0.582,S
384,1263,2025-04-23T12:32:42.630,0.398,P
385,1205,2025-04-23T12:32:42.050,0.406,P
385,1221,2025-04-23T12:32:42.210,0.338,S
385,1239,2025-04-23T12:32:42.390,0.439,P
385,1246,2025-04-23T12:32:42.460,0.586,S
385,1263,2025-04-23T12:32:42.630,0.387,P
386,1207,2025-04-23T12:32:42.070,0.412,P
386,1239,2025-04-23T12:32:42.390,0.432,P
386,1246,2025-04-23T12:32:42.460,0.586,S
386,1264,2025-04-23T12:32:42.640,0.383,P
387,1208,2025-04-23T12:32:42.080,0.420,P
387,1239,2025-04-23T12:32:42.390,0.422,P
387,1245,2025-04-23T12:32:42.450,0.586,S
387,1263,2025-04-23T12:32:42.630,0.381,P
388,1208,2025-04-23T12:32:42.080,0.422,P
388,1239,2025-04-23T12:32:42.390,0.410,P
388,1245,2025-04-23T12:32:42.450,0.594,S
388,1263,2025-04-23T12:32:42.630,0.385,P
389,1209,2025-04-23T12:32:42.090,0.418,P
389,1239,2025-04-23T12:32:42.390,0.402,P
389,1245,2025-04-23T12:32:42.450,0.598,S
389,1263,2025-04-23T12:32:42.630,0.391,P
390,1209,2025-04-23T12:32:42.090,0.412,P
390,1239,2025-04-23T12:32:42.390,0.400,P
390,1245,2025-04-23T12:32:42.450,0.605,S
390,1263,2025-04-23T12:32:42.630,0.393,P
391,1209,2025-04-23T12:32:42.090,0.404,P
391,1239,2025-04-23T12:32:42.390,0.404,P
391,1245,2025-04-23T12:32:42.450,0.605,S
391,1263,2025-04-23T12:32:42.630,0.389,P
392,1209,2025-04-23T12:32:42.090,0.396,P
392,1239,2025-04-23T12:32:42.390,0.414,P
392,1245,2025-04-23T12:32:42.450,0.605,S
392,1263,2025-04-23T12:32:42.630,0.385,P
393,1205,2025-04-23T12:32:42.050,0.391,P
393,1239,2025-04-23T12:32:42.390,0.424,P
393,1245,2025-04-23T12:32:42.450,0.598,S
393,1263,2025-04-23T12:32:42.630,0.379,P
394,1205,2025-04-23T12:32:42.050,0.387,P
394,1239,2025-04-23T12:32:42.390,0.432,P
394,1245,2025-04-23T12:32:42.450,0.590,S
394,1263,2025-04-23T12:32:42.630,0.377,P
395,1204,2025-04-23T12:32:42.040,0.385,P
395,1240,2025-04-23T12:32:42.400,0.438,P
395,1245,2025-04-23T12:32:42.450,0.582,S
395,1263,2025-04-23T12:32:42.630,0.379,P
396,1204,2025-04-23T12:32:42.040,0.383,P
396,1221,2025-04-23T12:32:42.210,0.344,S
396,1240,2025-04-23T12:32:42.400,0.443,P
396,1246,2025-04-23T12:32:42.460,0.582,S
396,1263,2025-04-23T12:32:42.630,0.383,P
397,1204,2025-04-23T12:32:42.040,0.385,P
397,1221,2025-04-23T12:32:42.210,0.344,S
397,1240,2025-04-23T12:32:42.400,0.449,P
397,1246,2025-04-23T12:32:42.460,0.582,S
397,1263,2025-04-23T12:32:42.630,0.389,P
398,1204,2025-04-23T12:32:42.040,0.387,P
398,1219,2025-04-23T12:32:42.190,0.342,S
398,1240,2025-04-23T12:32:42.400,0.459,P
398,1246,2025-04-23T12:32:42.460,0.582,S
398,1263,2025-04-23T12:32:42.630,0.391,P
399,1204,2025-04-23T12:32:42.040,0.385,P
399,1220,2025-04-23T12:32:42.200,0.342,S
399,1240,2025-04-23T12:32:42.400,0.473,P
399,1246,2025-04-23T12:32:42.460,0.582,S
399,1263,2025-04-23T12:32:42.630,0.389,P
400,1204,2025-04-23T12:32:42.040,0.385,P
400,1220,2025-04-23T12:32:42.200,0.342,S
400,1240,2025-04-23T12:32:42.400,0.484,P
400,1246,2025-04-23T12:32:42.460,0.578,S
400,1263,2025-04-23T12:32:42.630,0.381,P
401,1206,2025-04-23T12:32:42.060,0.387,P
401,1222,2025-04-23T12:32:42.220,0.344,S
401,1240,2025-04-23T12:32:42.400,0.498,P
401,1246,2025-04-23T12:32:42.460,0.574,S
401,1263,2025-04-23T12:32:42.630,0.371,P
402,1208,2025-04-23T12:32:42.080,0.395,P
402,1222,2025-04-23T12:32:42.220,0.346,S
402,1239,2025-04-23T12:32:42.390,0.504,P
402,1246,2025-04-23T12:32:42.460,0.566,S
402,1263,2025-04-23T12:32:42.630,0.365,P
403,1209,2025-04-23T12:32:42.090,0.402,P
403,1223,2025-04-23T12:32:42.230,0.350,S
403,1240,2025-04-23T12:32:42.400,0.508,P
403,1246,2025-04-23T12:32:42.460,0.562,S
403,1263,2025-04-23T12:32:42.630,0.363,P
404,1209,2025-04-23T12:32:42.090,0.404,P
404,1223,2025-04-23T12:32:42.230,0.352,S
404,1239,2025-04-23T12:32:42.390,0.508,P
404,1246,2025-04-23T12:32:42.460,0.559,S
404,1263,2025-04-23T12:32:42.630,0.367,P
405,1210,2025-04-23T12:32:42.100,0.400,P
405,1223,2025-04-23T12:32:42.230,0.354,S
405,1239,2025-04-23T12:32:42.390,0.508,P
405,1246,2025-04-23T12:32:42.460,0.559,S
405,1263,2025-04-23T12:32:42.630,0.373,P
406,1210,2025-04-23T12:32:42.100,0.395,P
406,1223,2025-04-23T12:32:42.230,0.354,S
406,1239,2025-04-23T12:32:42.390,0.512,P
406,1246,2025-04-23T12:32:42.460,0.562,S
406,1263,2025-04-23T12:32:42.630,0.377,P
407,1209,2025-04-23T12:32:42.090,0.389,P
407,1224,2025-04-23T12:32:42.240,0.354,S
407,1239,2025-04-23T12:32:42.390,0.523,P
407,1246,2025-04-23T12:32:42.460,0.562,S
407,1263,2025-04-23T12:32:42.630,0.379,P
408,1210,2025-04-23T12:32:42.100,0.383,P
408,1224,2025-04-23T12:32:42.240,0.350,S
408,1239,2025-04-23T12:32:42.390,0.539,P
408,1246,2025-04-23T12:32:42.460,0.562,S
408,1264,2025-04-23T12:32:42.640,0.381,P
409,1209,2025-04-23T12:32:42.090,0.373,P
409,1224,2025-04-23T12:32:42.240,0.346,S
409,1240,2025-04-23T12:32:42.400,0.555,P
409,1246,2025-04-23T12:32:42.460,0.555,S
409,1264,2025-04-23T12:32:42.640,0.383,P
410,1209,2025-04-23T12:32:42.090,0.359,P
410,1223,2025-04-23T12:32:42.230,0.340,S
410,1240,2025-04-23T12:32:42.400,0.570,P
410,1246,2025-04-23T12:32:42.460,0.551,S
410,1264,2025-04-23T12:32:42.640,0.387,P
411,1207,2025-04-23T12:32:42.070,0.346,P
411,1240,2025-04-23T12:32:42.400,0.578,P
411,1246,2025-04-23T12:32:42.460,0.539,S
411,1264,2025-04-23T12:32:42.640,0.393,P
412,1206,2025-04-23T12:32:42.060,0.338,P
412,1217,2025-04-23T12:32:42.170,0.334,S
412,1240,2025-04-23T12:32:42.400,0.590,P
412,1246,2025-04-23T12:32:42.460,0.516,S
412,1264,2025-04-23T12:32:42.640,0.396,P
413,1206,2025-04-23T12:32:42.060,0.336,P
413,1217,2025-04-23T12:32:42.170,0.334,S
413,1241,2025-04-23T12:32:42.410,0.602,P
413,1246,2025-04-23T12:32:42.460,0.484,S
413,1264,2025-04-23T12:32:42.640,0.398,P
414,1206,2025-04-23T12:32:42.060,0.338,P
414,1217,2025-04-23T12:32:42.170,0.334,S
414,1241,2025-04-23T12:32:42.410,0.617,P
414,1246,2025-04-23T12:32:42.460,0.445,S
414,1264,2025-04-23T12:32:42.640,0.398,P
415,1207,2025-04-23T12:32:42.070,0.344,P
415,1217,2025-04-23T12:32:42.170,0.334,S
415,1241,2025-04-23T12:32:42.410,0.641,P
415,1246,2025-04-23T12:32:42.460,0.406,S
415,1264,2025-04-23T12:32:42.640,0.398,P
415,1272,2025-04-23T12:32:42.720,0.309,S
416,1208,2025-04-23T12:32:42.080,0.352,P
416,1217,2025-04-23T12:32:42.170,0.334,S
416,1233,2025-04-23T12:32:42.330,0.336,S
416,1241,2025-04-23T12:32:42.410,0.660,P
416,1246,2025-04-23T12:32:42.460,0.379,S
416,1264,2025-04-23T12:32:42.640,0.395,P
416,1272,2025-04-23T12:32:42.720,0.314,S
417,1209,2025-04-23T12:32:42.090,0.363,P
417,1217,2025-04-23T12:32:42.170,0.334,S
417,1241,2025-04-23T12:32:42.410,0.676,P
417,1247,2025-04-23T12:32:42.470,0.357,S
417,1264,2025-04-23T12:32:42.640,0.389,P
417,1271,2025-04-23T12:32:42.710,0.314,S
418,1210,2025-04-23T12:32:42.100,0.371,P
418,1221,2025-04-23T12:32:42.210,0.336,S
418,1241,2025-04-23T12:32:42.410,0.684,P
418,1247,2025-04-23T12:32:42.470,0.348,S
418,1264,2025-04-23T12:32:42.640,0.383,P
418,1271,2025-04-23T12:32:42.710,0.311,S
419,1210,2025-04-23T12:32:42.100,0.373,P
419,1220,2025-04-23T12:32:42.200,0.336,S
419,1241,2025-04-23T12:32:42.410,0.680,P
419,1247,2025-04-23T12:32:42.470,0.344,S
419,1264,2025-04-23T12:32:42.640,0.379,P
419,1271,2025-04-23T12:32:42.710,0.307,S
420,1211,2025-04-23T12:32:42.110,0.371,P
420,1223,2025-04-23T12:32:42.230,0.338,S
420,1241,2025-04-23T12:32:42.410,0.680,P
420,1247,2025-04-23T12:32:42.470,0.338,S
420,1265,2025-04-23T12:32:42.650,0.377,P
420,1271,2025-04-23T12:32:42.710,0.303,S
421,1211,2025-04-23T12:32:42.110,0.361,P
421,1229,2025-04-23T12:32:42.290,0.344,S
421,1241,2025-04-23T12:32:42.410,0.676,P
421,1247,2025-04-23T12:32:42.470,0.332,S
421,1265,2025-04-23T12:32:42.650,0.373,P
421,1272,2025-04-23T12:32:42.720,0.301,S
422,1211,2025-04-23T12:32:42.110,0.354,P
422,1230,2025-04-23T12:32:42.300,0.352,S
422,1242,2025-04-23T12:32:42.420,0.684,P
422,1247,2025-04-23T12:32:42.470,0.322,S
422,1265,2025-04-23T12:32:42.650,0.365,P
422,1272,2025-04-23T12:32:42.720,0.301,S
423,1211,2025-04-23T12:32:42.110,0.344,P
423,1229,2025-04-23T12:32:42.290,0.357,S
423,1242,2025-04-23T12:32:42.420,0.699,P
423,1247,2025-04-23T12:32:42.470,0.305,S
423,1265,2025-04-23T12:32:42.650,0.357,P
424,1212,2025-04-23T12:32:42.120,0.334,P
424,1229,2025-04-23T12:32:42.290,0.361,S
424,1242,2025-04-23T12:32:42.420,0.719,P
424,1265,2025-04-23T12:32:42.650,0.350,P
425,1212,2025-04-23T12:32:42.120,0.322,P
425,1230,2025-04-23T12:32:42.300,0.365,S
425,1242,2025-04-23T12:32:42.420,0.742,P
425,1266,2025-04-23T12:32:42.660,0.346,P
426,1222,2025-04-23T12:32:42.220,0.322,P
426,1230,2025-04-23T12:32:42.300,0.365,S
426,1242,2025-04-23T12:32:42.420,0.758,P
426,1266,2025-04-23T12:32:42.660,0.346,P
427,1222,2025-04-23T12:32:42.220,0.324,P
427,1230,2025-04-23T12:32:42.300,0.363,S
427,1242,2025-04-23T12:32:42.420,0.766,P
427,1266,2025-04-23T12:32:42.660,0.342,P
428,1222,2025-04-23T12:32:42.220,0.326,P
428,1230,2025-04-23T12:32:42.300,0.359,S
428,1242,2025-04-23T12:32:42.420,0.773,P
428,1266,2025-04-23T12:32:42.660,0.338,P
429,1221,2025-04-23T12:32:42.210,0.326,P
429,1230,2025-04-23T12:32:42.300,0.357,S
429,1242,2025-04-23T12:32:42.420,0.777,P
429,1266,2025-04-23T12:32:42.660,0.332,P
430,1220,2025-04-23T12:32:42.200,0.326,P
430,1230,2025-04-23T12:32:42.300,0.354,S
430,1242,2025-04-23T12:32:42.420,0.785,P
430,1266,2025-04-23T12:32:42.660,0.326,P
431,1220,2025-04-23T12:32:42.200,0.326,P
431,1230,2025-04-23T12:32:42.300,0.354,S
431,1242,2025-04-23T12:32:42.420,0.801,P
431,1267,2025-04-23T12:32:42.670,0.328,P
432,1220,2025-04-23T12:32:42.200,0.326,P
432,1230,2025-04-23T12:32:42.300,0.354,S
432,1243,2025-04-23T12:32:42.430,0.812,P
432,1267,2025-04-23T12:32:42.670,0.332,P
433,1215,2025-04-23T12:32:42.150,0.324,P
433,1230,2025-04-23T12:32:42.300,0.355,S
433,1243,2025-04-23T12:32:42.430,0.820,P
433,1267,2025-04-23T12:32:42.670,0.336,P
434,1213,2025-04-23T12:32:42.130,0.332,P
434,1230,2025-04-23T12:32:42.300,0.355,S
434,1243,2025-04-23T12:32:42.430,0.820,P
434,1267,2025-04-23T12:32:42.670,0.338,P
435,1213,2025-04-23T12:32:42.130,0.338,P
435,1230,2025-04-23T12:32:42.300,0.355,S
435,1243,2025-04-23T12:32:42.430,0.812,P
435,1267,2025-04-23T12:32:42.670,0.340,P
436,1212,2025-04-23T12:32:42.120,0.336,P
436,1230,2025-04-23T12:32:42.300,0.357,S
436,1243,2025-04-23T12:32:42.430,0.801,P
436,1267,2025-04-23T12:32:42.670,0.340,P
437,1212,2025-04-23T12:32:42.120,0.328,P
437,1230,2025-04-23T12:32:42.300,0.361,S
437,1243,2025-04-23T12:32:42.430,0.789,P
437,1267,2025-04-23T12:32:42.670,0.342,P
438,1213,2025-04-23T12:32:42.130,0.320,P
438,1230,2025-04-23T12:32:42.300,0.367,S
438,1243,2025-04-23T12:32:42.430,0.785,P
438,1267,2025-04-23T12:32:42.670,0.342,P
439,1214,2025-04-23T12:32:42.140,0.314,P
439,1230,2025-04-23T12:32:42.300,0.375,S
439,1243,2025-04-23T12:32:42.430,0.793,P
439,1267,2025-04-23T12:32:42.670,0.340,P
440,1215,2025-04-23T12:32:42.150,0.311,P
440,1230,2025-04-23T12:32:42.300,0.381,S
440,1243,2025-04-23T12:32:42.430,0.801,P
440,1267,2025-04-23T12:32:42.670,0.336,P
441,1222,2025-04-23T12:32:42.220,0.314,P
441,1230,2025-04-23T12:32:42.300,0.385,S
441,1243,2025-04-23T12:32:42.430,0.816,P
441,1267,2025-04-23T12:32:42.670,0.328,P
442,1222,2025-04-23T12:32:42.220,0.318,P
442,1230,2025-04-23T12:32:42.300,0.385,S
442,1243,2025-04-23T12:32:42.430,0.824,P
442,1267,2025-04-23T12:32:42.670,0.322,P
443,1222,2025-04-23T12:32:42.220,0.322,P
443,1230,2025-04-23T12:32:42.300,0.383,S
443,1243,2025-04-23T12:32:42.430,0.824,P
443,1267,2025-04-23T12:32:42.670,0.316,P
444,1222,2025-04-23T12:32:42.220,0.324,P
444,1230,2025-04-23T12:32:42.300,0.379,S
444,1243,2025-04-23T12:32:42.430,0.820,P
444,1267,2025-04-23T12:32:42.670,0.311,P
445,1222,2025-04-23T12:32:42.220,0.326,P
445,1230,2025-04-23T12:32:42.300,0.375,S
445,1243,2025-04-23T12:32:42.430,0.816,P
445,1268,2025-04-23T12:32:42.680,0.311,P
446,1221,2025-04-23T12:32:42.210,0.326,P
446,1230,2025-04-23T12:32:42.300,0.373,S
446,1243,2025-04-23T12:32:42.430,0.824,P
446,1268,2025-04-23T12:32:42.680,0.312,P
447,1220,2025-04-23T12:32:42.200,0.324,P
447,1230,2025-04-23T12:32:42.300,0.373,S
447,1243,2025-04-23T12:32:42.430,0.832,P
447,1268,2025-04-23T12:32:42.680,0.318,P
448,1218,2025-04-23T12:32:42.180,0.320,P
448,1230,2025-04-23T12:32:42.300,0.375,S
448,1243,2025-04-23T12:32:42.430,0.840,P
448,1268,2025-04-23T12:32:42.680,0.322,P
449,1217,2025-04-23T12:32:42.170,0.318,P
449,1230,2025-04-23T12:32:42.300,0.377,S
449,1243,2025-04-23T12:32:42.430,0.848,P
449,1268,2025-04-23T12:32:42.680,0.324,P
450,1216,2025-04-23T12:32:42.160,0.320,P
450,1230,2025-04-23T12:32:42.300,0.379,S
450,1243,2025-04-23T12:32:42.430,0.844,P
450,1268,2025-04-23T12:32:42.680,0.326,P
451,1215,2025-04-23T12:32:42.150,0.320,P
451,1230,2025-04-23T12:32:42.300,0.377,S
451,1243,2025-04-23T12:32:42.430,0.836,P
451,1268,2025-04-23T12:32:42.680,0.326,P
452,1215,2025-04-23T12:32:42.150,0.318,P
452,1230,2025-04-23T12:32:42.300,0.377,S
452,1243,2025-04-23T12:32:42.430,0.824,P
452,1268,2025-04-23T12:32:42.680,0.328,P
453,1215,2025-04-23T12:32:42.150,0.314,P
453,1230,2025-04-23T12:32:42.300,0.379,S
453,1243,2025-04-23T12:32:42.430,0.805,P
453,1268,2025-04-23T12:32:42.680,0.330,P
454,1215,2025-04-23T12:32:42.150,0.309,P
454,1229,2025-04-23T12:32:42.290,0.383,S
454,1243,2025-04-23T12:32:42.430,0.793,P
454,1268,2025-04-23T12:32:42.680,0.332,P
455,1216,2025-04-23T12:32:42.160,0.305,P
455,1229,2025-04-23T12:32:42.290,0.389,S
455,1243,2025-04-23T12:32:42.430,0.789,P
455,1251,2025-04-23T12:32:42.510,0.307,S
455,1268,2025-04-23T12:32:42.680,0.332,P
456,1216,2025-04-23T12:32:42.160,0.301,P
456,1230,2025-04-23T12:32:42.300,0.395,S
456,1243,2025-04-23T12:32:42.430,0.793,P
456,1251,2025-04-23T12:32:42.510,0.312,S
456,1268,2025-04-23T12:32:42.680,0.326,P
457,1230,2025-04-23T12:32:42.300,0.398,S
457,1243,2025-04-23T12:32:42.430,0.801,P
457,1251,2025-04-23T12:32:42.510,0.316,S
457,1267,2025-04-23T12:32:42.670,0.318,P
458,1230,2025-04-23T12:32:42.300,0.398,S
458,1243,2025-04-23T12:32:42.430,0.805,P
458,1252,2025-04-23T12:32:42.520,0.318,S
458,1267,2025-04-23T12:32:42.670,0.311,P
459,1222,2025-04-23T12:32:42.220,0.303,P
459,1230,2025-04-23T12:32:42.300,0.395,S
459,1243,2025-04-23T12:32:42.430,0.805,P
459,1251,2025-04-23T12:32:42.510,0.316,S
459,1267,2025-04-23T12:32:42.670,0.305,P
460,1222,2025-04-23T12:32:42.220,0.309,P
460,1230,2025-04-23T12:32:42.300,0.391,S
460,1243,2025-04-23T12:32:42.430,0.801,P
460,1251,2025-04-23T12:32:42.510,0.318,S
460,1267,2025-04-23T12:32:42.670,0.301,P
461,1221,2025-04-23T12:32:42.210,0.309,P
461,1230,2025-04-23T12:32:42.300,0.383,S
461,1243,2025-04-23T12:32:42.430,0.793,P
461,1251,2025-04-23T12:32:42.510,0.324,S
461,1267,2025-04-23T12:32:42.670,0.301,P
462,1222,2025-04-23T12:32:42.220,0.311,P
462,1230,2025-04-23T12:32:42.300,0.377,S
462,1243,2025-04-23T12:32:42.430,0.797,P
462,1251,2025-04-23T12:32:42.510,0.330,S
462,1267,2025-04-23T12:32:42.670,0.303,P
463,1220,2025-04-23T12:32:42.200,0.311,P
463,1230,2025-04-23T12:32:42.300,0.375,S
463,1243,2025-04-23T12:32:42.430,0.805,P
463,1251,2025-04-23T12:32:42.510,0.338,S
463,1267,2025-04-23T12:32:42.670,0.307,P
464,1218,2025-04-23T12:32:42.180,0.311,P
464,1230,2025-04-23T12:32:42.300,0.373,S
464,1243,2025-04-23T12:32:42.430,0.812,P
464,1251,2025-04-23T12:32:42.510,0.350,S
464,1267,2025-04-23T12:32:42.670,0.309,P
465,1217,2025-04-23T12:32:42.170,0.311,P
465,1230,2025-04-23T12:32:42.300,0.375,S
465,1243,2025-04-23T12:32:42.430,0.824,P
465,1251,2025-04-23T12:32:42.510,0.365,S
465,1267,2025-04-23T12:32:42.670,0.312,P
466,1217,2025-04-23T12:32:42.170,0.312,P
466,1229,2025-04-23T12:32:42.290,0.375,S
466,1243,2025-04-23T12:32:42.430,0.828,P
466,1251,2025-04-23T12:32:42.510,0.381,S
466,1267,2025-04-23T12:32:42.670,0.312,P
467,1216,2025-04-23T12:32:42.160,0.312,P
467,1229,2025-04-23T12:32:42.290,0.375,S
467,1243,2025-04-23T12:32:42.430,0.828,P
467,1251,2025-04-23T12:32:42.510,0.395,S
467,1267,2025-04-23T12:32:42.670,0.314,P
468,1216,2025-04-23T12:32:42.160,0.311,P
468,1228,2025-04-23T12:32:42.280,0.375,S
468,1243,2025-04-23T12:32:42.430,0.820,P
468,1251,2025-04-23T12:32:42.510,0.400,S
468,1267,2025-04-23T12:32:42.670,0.316,P
469,1216,2025-04-23T12:32:42.160,0.309,P
469,1229,2025-04-23T12:32:42.290,0.377,S
469,1243,2025-04-23T12:32:42.430,0.809,P
469,1251,2025-04-23T12:32:42.510,0.404,S
469,1267,2025-04-23T12:32:42.670,0.318,P
470,1216,2025-04-23T12:32:42.160,0.303,P
470,1229,2025-04-23T12:32:42.290,0.379,S
470,1243,2025-04-23T12:32:42.430,0.793,P
470,1251,2025-04-23T12:32:42.510,0.404,S
470,1267,2025-04-23T12:32:42.670,0.322,P
471,1229,2025-04-23T12:32:42.290,0.383,S
471,1243,2025-04-23T12:32:42.430,0.785,P
471,1251,2025-04-23T12:32:42.510,0.400,S
471,1267,2025-04-23T12:32:42.670,0.324,P
472,1229,2025-04-23T12:32:42.290,0.387,S
472,1243,2025-04-23T12:32:42.430,0.777,P
472,1251,2025-04-23T12:32:42.510,0.396,S
472,1268,2025-04-23T12:32:42.680,0.332,P
473,1230,2025-04-23T12:32:42.300,0.391,S
473,1243,2025-04-23T12:32:42.430,0.773,P
473,1251,2025-04-23T12:32:42.510,0.389,S
473,1268,2025-04-23T12:32:42.680,0.340,P
474,1229,2025-04-23T12:32:42.290,0.389,S
474,1243,2025-04-23T12:32:42.430,0.770,P
474,1251,2025-04-23T12:32:42.510,0.381,S
474,1268,2025-04-23T12:32:42.680,0.350,P
475,1221,2025-04-23T12:32:42.210,0.305,P
475,1230,2025-04-23T12:32:42.300,0.387,S
475,1243,2025-04-23T12:32:42.430,0.758,P
475,1251,2025-04-23T12:32:42.510,0.375,S
475,1268,2025-04-23T12:32:42.680,0.355,P
476,1221,2025-04-23T12:32:42.210,0.309,P
476,1229,2025-04-23T12:32:42.290,0.379,S
476,1243,2025-04-23T12:32:42.430,0.750,P
476,1251,2025-04-23T12:32:42.510,0.373,S
476,1268,2025-04-23T12:32:42.680,0.359,P
477,1221,2025-04-23T12:32:42.210,0.309,P
477,1229,2025-04-23T12:32:42.290,0.371,S
477,1243,2025-04-23T12:32:42.430,0.738,P
477,1251,2025-04-23T12:32:42.510,0.375,S
477,1268,2025-04-23T12:32:42.680,0.361,P
478,1220,2025-04-23T12:32:42.200,0.307,P
478,1228,2025-04-23T12:32:42.280,0.361,S
478,1243,2025-04-23T12:32:42.430,0.734,P
478,1251,2025-04-23T12:32:42.510,0.379,S
478,1268,2025-04-23T12:32:42.680,0.363,P
479,1220,2025-04-23T12:32:42.200,0.307,P
479,1228,2025-04-23T12:32:42.280,0.355,S
479,1243,2025-04-23T12:32:42.430,0.738,P
479,1251,2025-04-23T12:32:42.510,0.385,S
